artist_name,artist_url,date,id,part,preset_id,rating,recording,song_name,status,tab_access_type,tab_url,tonality_name,tp_version,type,type_name,verified,version,version_description,votes,hits,datetime
Taylor Swift,https://www.ultimate-guitar.com/artist/taylor_swift_16027,1221004801,730809,,4834,4.78976,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Love Story,approved,public,https://tabs.ultimate-guitar.com/tab/taylor_swift/love_story_chords_730809,C,0,Chords,Chords,0,1,,2830,9107579,2008-09-09
Van Morrison,https://www.ultimate-guitar.com/artist/van_morrison_7520,1241568001,819644,,719,4.80724,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Brown Eyed Girl,approved,public,https://tabs.ultimate-guitar.com/tab/van_morrison/brown_eyed_girl_chords_819644,G,0,Chords,Chords,0,3,,2827,961773,2009-05-05
Foster the People,https://www.ultimate-guitar.com/artist/foster_the_people_30265,1298851201,1032143,,2641,4.88485,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Pumped Up Kicks,approved,public,https://tabs.ultimate-guitar.com/tab/foster_the_people/pumped_up_kicks_chords_1032143,Fm,0,Chords,Chords,0,1,,2789,6132162,2011-02-27
Kansas,https://www.ultimate-guitar.com/artist/kansas_1065,1253577601,874870,,9307,4.79495,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Dust In The Wind,approved,public,https://tabs.ultimate-guitar.com/tab/kansas/dust_in_the_wind_chords_874870,,0,Chords,Chords,0,2,,2785,1172163,2009-09-21
Coldplay,https://www.ultimate-guitar.com/artist/coldplay_1782,1082332800,114080,,2297,4.81572,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Yellow,approved,public,https://tabs.ultimate-guitar.com/tab/coldplay/yellow_chords_114080,G,0,Chords,Chords,0,2,,2762,2530281,2004-04-18
Imagine Dragons,https://www.ultimate-guitar.com/artist/imagine_dragons_36784,1335312001,1149539,,3447,4.84488,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Demons,approved,public,https://tabs.ultimate-guitar.com/tab/imagine_dragons/demons_chords_1149539,Eb,0,Chords,Chords,0,2,,2721,1695204,2012-04-24
Jeff Buckley,https://www.ultimate-guitar.com/artist/jeff_buckley_9898,1138924801,328812,,125,4.8242,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Hallelujah,approved,public,https://tabs.ultimate-guitar.com/tab/jeff_buckley/hallelujah_chords_328812,Db,0,Chords,Chords,0,3,,2685,5072321,2006-02-02
Lukas Graham,https://www.ultimate-guitar.com/artist/lukas_graham_35652,1437212435,1752864,,27143,4.76736,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",7 Years,approved,public,https://tabs.ultimate-guitar.com/tab/lukas_graham/7_years_chords_1752864,Em,0,Chords,Chords,0,2,,2677,3660760,2015-07-18
Bob Marley,https://www.ultimate-guitar.com/artist/bob_marley_9676,1159401601,417640,,2679,4.84678,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Redemption Song,approved,public,https://tabs.ultimate-guitar.com/tab/bob_marley/redemption_song_chords_417640,G,0,Chords,Chords,0,2,,2677,4085455,2006-09-27
Matt Redman,https://www.ultimate-guitar.com/artist/matt_redman_11159,1311120001,1076668,,27001,4.83948,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",10000 Reasons Bless The Lord,approved,public,https://tabs.ultimate-guitar.com/tab/matt_redman/10000_reasons_bless_the_lord_chords_1076668,G,0,Chords,Chords,0,1,,2667,3751364,2011-07-19
James Bay,https://www.ultimate-guitar.com/artist/james_bay_41818,1416301854,1680532,,2369,4.87075,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Let It Go,approved,public,https://tabs.ultimate-guitar.com/tab/james_bay/let_it_go_chords_1680532,G,0,Chords,Chords,0,2,,2664,3931360,2014-11-18
Lessons - Guitar,https://www.ultimate-guitar.com/artist/lessons_-_guitar_13514,1072742400,99108,,0,4.92378,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",All The Chords,approved,public,https://tabs.ultimate-guitar.com/tab/lessons_-_guitar/all_the_chords_chords_99108,,0,Chords,Chords,0,1,,2642,1042321,2003-12-29
Creedence Clearwater Revival,https://www.ultimate-guitar.com/artist/creedence_clearwater_revival_1746,1004486400,15892,,3323,4.83738,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Bad Moon Rising,approved,public,https://tabs.ultimate-guitar.com/tab/creedence_clearwater_revival/bad_moon_rising_chords_15892,D,0,Chords,Chords,0,1,,2638,2296482,2001-10-30
Misc Christmas,https://www.ultimate-guitar.com/artist/misc_christmas_933,1355875201,1201071,,0,4.77505,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Silent Night,approved,public,https://tabs.ultimate-guitar.com/tab/misc_christmas/silent_night_chords_1201071,G,0,Chords,Chords,0,3,,2636,1505145,2012-12-18
Rihanna,https://www.ultimate-guitar.com/artist/rihanna_14817,1353283201,1195964,,15095,4.83488,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': [{'join_field': ' feat. ', 'artist': {'id': 39296, 'name': 'Mikky Ekko', 'artist_url': '/artist/mikky_ekko_39296'}}]}",Stay,approved,public,https://tabs.ultimate-guitar.com/tab/rihanna/stay_chords_1195964,C,0,Chords,Chords,0,1,,2593,5792060,2012-11-18
The Beatles,https://www.ultimate-guitar.com/artist/the_beatles_1916,1114560000,180986,,13303,4.92467,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Blackbird,approved,public,https://tabs.ultimate-guitar.com/tab/the_beatles/blackbird_tabs_180986,G,0,Tabs,Tab,0,5,,2567,3527045,2005-04-26
Darius Rucker,https://www.ultimate-guitar.com/artist/darius_rucker_11235,1360713601,1215756,,7859,4.86953,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Wagon Wheel,approved,public,https://tabs.ultimate-guitar.com/tab/darius_rucker/wagon_wheel_chords_1215756,G,0,Chords,Chords,0,1,,2562,1702999,2013-02-12
Metallica,https://www.ultimate-guitar.com/artist/metallica_954,1047859200,47673,,10043,4.86613,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Master Of Puppets,approved,public,https://tabs.ultimate-guitar.com/tab/metallica/master_of_puppets_tabs_47673,Em,0,Tabs,Tab,0,2,,2557,6179068,2003-03-16
Kodaline,https://www.ultimate-guitar.com/artist/kodaline_38213,1346803201,1180259,,2686,4.88681,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",All I Want,approved,public,https://tabs.ultimate-guitar.com/tab/kodaline/all_i_want_chords_1180259,C,0,Chords,Chords,0,1,,2546,4733283,2012-09-04
Green Day,https://www.ultimate-guitar.com/artist/green_day_1368,1097625600,141135,,2219,4.79101,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Wake Me Up When September Ends,approved,public,https://tabs.ultimate-guitar.com/tab/green_day/wake_me_up_when_september_ends_tabs_141135,G,0,Tabs,Tab,0,3,,2498,7123395,2004-10-12
Train,https://www.ultimate-guitar.com/artist/train_250,1004486400,1433,,28303,4.7927,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Drops Of Jupiter,approved,public,https://tabs.ultimate-guitar.com/tab/train/drops_of_jupiter_chords_1433,C,0,Chords,Chords,0,1,,2441,4901355,2001-10-30
Metallica,https://www.ultimate-guitar.com/artist/metallica_954,1050537600,49686,,9675,4.91046,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",One,approved,public,https://tabs.ultimate-guitar.com/tab/metallica/one_tabs_49686,Bm,0,Tabs,Tab,0,2,,2437,6770425,2003-04-16
Guns N' Roses,https://www.ultimate-guitar.com/artist/guns_n_roses_1367,1060560000,57983,,774,4.73547,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Sweet Child O Mine,approved,public,https://tabs.ultimate-guitar.com/tab/guns_n_roses/sweet_child_o_mine_tabs_57983,D,0,Tabs,Tab,0,3,,2422,10163422,2003-08-10
The Beatles,https://www.ultimate-guitar.com/artist/the_beatles_1916,1004486400,17427,,1192,4.58955,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Let It Be,approved,public,https://tabs.ultimate-guitar.com/tab/the_beatles/let_it_be_chords_17427,C,0,Chords,Chords,0,1,,2425,8905542,2001-10-30
Christina Perri,https://www.ultimate-guitar.com/artist/christina_perri_29331,1277942401,963934,,27059,4.82176,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Jar Of Hearts,approved,public,https://tabs.ultimate-guitar.com/tab/christina_perri/jar_of_hearts_chords_963934,Bm,0,Chords,Chords,0,1,,2419,7381543,2010-06-30
Hillsong United,https://www.ultimate-guitar.com/artist/hillsong_united_19737,1361404801,1218238,,0,4.89127,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Oceans Where Feet May Fail,approved,public,https://tabs.ultimate-guitar.com/tab/hillsong_united/oceans_where_feet_may_fail_chords_1218238,Bm,0,Chords,Chords,0,1,,2413,4246883,2013-02-20
Ed Sheeran,https://www.ultimate-guitar.com/artist/ed_sheeran_30232,1353974401,1196902,,2367,4.86131,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",The A Team,approved,public,https://tabs.ultimate-guitar.com/tab/ed_sheeran/the_a_team_chords_1196902,G,0,Chords,Chords,0,11,,2410,4862216,2012-11-26
A Great Big World,https://www.ultimate-guitar.com/artist/a_great_big_world_42233,1385424001,1443639,,14659,4.85571,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Say Something,approved,public,https://tabs.ultimate-guitar.com/tab/a_great_big_world/say_something_chords_1443639,Am,0,Chords,Chords,0,3,,2393,3386764,2013-11-25
Ed Sheeran,https://www.ultimate-guitar.com/artist/ed_sheeran_30232,1488452918,1956585,,27147,4.90275,"{'is_acoustic': 0, 'tonality_name': '', 'performance': None, 'recording_artists': []}",Happier,approved,public,https://tabs.ultimate-guitar.com/tab/ed_sheeran/happier_chords_1956585,Am,0,Chords,Chords,0,1,,2388,1913970,2017-03-02
